first_name,group_name,classification,frequency_female,frequency_male,frequency_total,frequency_group,ratio,alternative_names
"AIRINE","AIRINE","F",56,"",56,109,1,"AYRINE|IARINE"
"AIRIS","AIRIS","F",239,167,406,434,0.59,"AIRYS|AYRIS"
"AIRISSON","AIRISSON","M","",21,21,21,1,""
"AIRLA","IARLA","F",873,"",873,2715,1,"AYRLA|HIARLA|HYARLA|IARLA|YARLA"
"AIRLAN","AIRLAN","M","",162,162,229,1,"AYRLAN|IARLAN"
"AIRLANA","AIRLANA","F",25,"",25,25,1,""
"AIRLANE","AIRLANE","F",78,"",78,78,1,""
"AIRLE","IARLE","F",58,"",58,709,1,"HIARLE|IARLE|YARLE"
"AIRLENE","AIRLENE","F",36,"",36,67,1,"IARLENE"
"AIRLES","AIRLES","F",153,42,195,374,0.78,"AYRLES|IARLES|YARLES"
"AIRLIS","AIRLIS","F",30,"",30,59,1,"IARLIS"
"AIRLON","AIRLON","M","",90,90,212,1,"IARLON|YARLON"
"AIRMA","AIRMA","F",39,"",39,39,1,""
"AIRO","AIRO","M","",171,171,213,1,"IARO|YARO"
"AIROM","AIRON","M","",81,81,2414,1,"AIRON|AIRYON|AYRON|HAIRON|HAYRON|IARON|YARON"
"AIRON","AIRON","M","",1609,1609,2414,1,"AIROM|AIRYON|AYRON|HAIRON|HAYRON|IARON|YARON"
"AIRSON","AIRSON","M","",275,275,275,1,""
"AIRTA","AIRTA","F",93,"",93,93,1,""
"AIRTES","AIRTES","F",83,"",83,83,1,""
"AIRTHON","AIRTON","M","",21,21,59212,1,"AIRTOM|AIRTON|AYRTHON|AYRTOM|AYRTON|HAIRTON|HAYRTON"
"AIRTO","AIRTO","M","",1563,1563,1594,1,"AIRTOR"
"AIRTOM","AIRTON","M","",1992,1992,59212,1,"AIRTHON|AIRTON|AYRTHON|AYRTOM|AYRTON|HAIRTON|HAYRTON"
"AIRTON","AIRTON","M",160,53026,53186,59212,1,"AIRTHON|AIRTOM|AYRTHON|AYRTOM|AYRTON|HAIRTON|HAYRTON"
"AIRTOR","AIRTO","M","",31,31,1594,1,"AIRTO"
"AIRYON","AIRON","M","",43,43,2414,1,"AIROM|AIRON|AYRON|HAIRON|HAYRON|IARON|YARON"
"AISA","AISA","F",358,"",358,1006,1,"AIZA|AYSA|AYZA|HAISA|HAIZA|HAYSA|HAYZA"
"AISAMAQUE","AISAMAQUE","M","",38,38,38,1,""
"AISCHA","AISCHA","F",25,"",25,25,1,""
"AISE","AISE","F",83,"",83,222,1,"AIZE|AYSE|IASER|YASER"
"AISHA","AISHA","F",1450,"",1450,4380,1,"AICHA|AISSA|AIXA|AYCHA|AYSHA|AYSSA|AYXA|HAICHA|HAISHA|HAISSA|HAYSHA|HAYSSA|IASHA|YACHA|YASHA"
"AISI","IASI","F",25,"",25,63,1,"IASI"
"AISIANE","AISIANE","F",26,"",26,46,1,"AIZIANE"
"AISIO","AISIO","M","",33,33,60,1,"AIZIO"
"AISLA","AISLA","F",1133,124,1257,2066,0.9,"AYSLA|HAISLA|HAYSLA|IASLA|YASLA"
"AISLAINE","AISLAINE","F",147,"",147,180,1,"AYSLAINE"
"AISLAM","AISLAN","M","",186,186,5154,1,"AISLAN|AYSLAM|AYSLAN|HAISLAN|HAYSLAN|IASLAN|YASLAN"
"AISLAN","AISLAN","M",140,3589,3729,5154,0.96,"AISLAM|AYSLAM|AYSLAN|HAISLAN|HAYSLAN|IASLAN|YASLAN"
"AISLANA","AISLANA","F",70,"",70,92,1,"AYSLANA"
"AISLANE","AISLANE","F",485,"",485,661,1,"AYSLANE|AYSLANNE|IASLANE"
"AISLANIA","AISLANIA","F",50,"",50,50,1,""
"AISLENE","AISLENE","F",74,"",74,74,1,""
"AISLIN","AISLIN","F",39,"",39,39,1,""
"AISLLA","AYSLLA","F",30,"",30,205,1,"AYSLLA|HAYSLLA"
"AISLLAN","AYSLLAN","M","",44,44,168,1,"AYSLLAN|HAYSLLAN"
"AISLON","AISLON","M","",56,56,77,1,"AYSLON"
"AISOM","AISON","M","",25,25,423,1,"AISON|AYSON|HAISON|HAYSON"
"AISON","AISON","M","",316,316,423,1,"AISOM|AYSON|HAISON|HAYSON"
"AISSA","AISHA","F",552,"",552,4380,1,"AICHA|AISHA|AIXA|AYCHA|AYSHA|AYSSA|AYXA|HAICHA|HAISHA|HAISSA|HAYSHA|HAYSSA|IASHA|YACHA|YASHA"
"AISSON","AISSON","M","",108,108,130,1,"AYSSON"
"AISTEN","AISTEN","M","",37,37,37,1,""
"AITA","IATA","F",58,"",58,531,1,"HIATA|IATA|YATA"
"AITALA","AITALA","F",47,"",47,47,1,""
"AITAN","IATAN","M","",30,30,183,1,"IATAN|UIATAN|YATAN"
"AITANA","AITANA","F",126,"",126,149,1,"AYTANA"
"AITO","AITO","M","",59,59,97,1,"AITOR"
"AITOM","AITON","M","",222,222,3067,1,"AITON|AYTON|HAITON|HAYTON"
"AITON","AITON","M","",2415,2415,3067,1,"AITOM|AYTON|HAITON|HAYTON"
"AITOR","AITO","M","",38,38,97,1,"AITO"
"AIUB","AYUB","M","",22,22,50,1,"AYUB"
"AIUDA","AIUDA","F",20,"",20,20,1,""
"AIULA","AILA","F",33,"",33,23950,1,"AILA|AILHA|ALA|ALAA|ALAR|ALHA|AULA|AYALA|AYLA|EILA|ELA|ELAR|ELHA|EOLA|EULA|EULAR|EYLA|HAILA|HALA|HAYALA|HAYLA|HEILA|HELA|HELHA|HEULA|HEYLA|HIALA|HILA|HIULA|HUILHA|HYLA|IAILA|IALA|IELA|ILA|ILAR|ILHA|IOLA|IOLAR|IULA|LA|LAR|OLA|OLAR|UAILA|UALA|UEILA|UILA|UILHA|ULA|YALA|YLA|YOLA|YULA"
"AIUME","AYUME","F",165,"",165,429,1,"AYUME|HAIUME|HAYUME"
"AIUMI","AYUMI","F",83,"",83,606,1,"AIUMY|AYUMI|AYUMY|HAYUMI"
"AIUMY","AYUMI","F",35,"",35,606,1,"AIUMI|AYUMI|AYUMY|HAYUMI"
"AIUNE","AYUNE","F",25,"",25,57,1,"AYUNE"
"AIURI","AYURI","M",23,28,51,174,0.55,"AIURY|AYURI"
"AIURY","AYURI","M",24,34,58,174,0.59,"AIURI|AYURI"
"AIUSA","AIUZA","F",33,"",33,67,1,"AIUZA"
"AIUZA","AIUZA","F",34,"",34,67,1,"AIUSA"
"AIVAN","AIVAN","M","",41,41,61,1,"IAVAN"
"AIVETE","AIVETE","F",24,"",24,24,1,""
"AIVONE","AIVONE","F",35,"",35,35,1,""
"AIXA","AISHA","F",99,"",99,4380,1,"AICHA|AISHA|AISSA|AYCHA|AYSHA|AYSSA|AYXA|HAICHA|HAISHA|HAISSA|HAYSHA|HAYSSA|IASHA|YACHA|YASHA"
"AIYRA","AIYRA","F",48,"",48,48,1,""
"AIZA","AISA","F",302,"",302,1006,1,"AISA|AYSA|AYZA|HAISA|HAIZA|HAYSA|HAYZA"
"AIZE","AISE","F",54,"",54,222,1,"AISE|AYSE|IASER|YASER"
"AIZIANE","AISIANE","F",20,"",20,46,1,"AISIANE"
"AIZIO","AISIO","M","",27,27,60,1,"AISIO"
"AIZITA","AIZITA","F",20,"",20,20,1,""
"AJACKSON","AJACKSON","M","",25,25,25,1,""
"AJADIR","AGADIR","M","",32,32,143,1,"AGABI|AGADIR"
"AJAILSON","AGILSON","M","",43,43,1582,1,"AGAILSON|AGEILSON|AGELSON|AGILSOM|AGILSON|AJILSON"
"AJAILTON","AGAILTON","M","",30,30,212,1,"AGAILTON|AGEILTON|AGILTON"
"AJAIR","AGUIAR","M","",76,76,814,1,"AGAIR|AGUIA|AGUIAR"
"AJALMAR","AGILMAR","M","",42,42,139,1,"AGELMA|AGILMAR"
"AJANE","AJANE","F",27,"",27,27,1,""
"AJAX","AJAX","M","",277,277,277,1,""
"AJEAN","AGEAN","M","",29,29,67,1,"AGEAN"
"AJEANE","AGEANE","F",27,"",27,125,1,"AGEANE"
"AJEL","AGEL","M","",21,21,997,1,"AGAIL|AGEL|AGIL|AGUIEL"
"AJELA","AGUILAR","F",34,"",34,1659,1,"AGELA|AGILA|AGILAR|AGLA|AGLAR|AGUILA|AGUILAR"
"AJELICA","AGELICA","F",21,"",21,610,1,"AGELICA"
"AJELINA","AGELINA","F",46,"",46,595,1,"AGELINA"
"AJELITA","AGELITA","F",24,"",24,337,1,"AGELITA"
"AJEMIRA","AGEMIRA","F",32,"",32,506,1,"AGEMIRA"
"AJEMIRO","AGEMIRO","M","",203,203,3950,1,"AGEMIRO"
"AJENARIO","AGENARIO","M","",46,46,805,1,"AGENARIO"
"AJENILDO","AGENILDO","M","",21,21,1200,1,"AGENALDO|AGENILDO"
"AJENILSON","AGENILSON","M","",36,36,695,1,"AGENILSOM|AGENILSON"
"AJENO","AGENOR","M","",31,31,29560,1,"AGENO|AGENOR|AJENOR"
"AJENOR","AGENOR","M","",815,815,29560,1,"AGENO|AGENOR|AJENO"
"AJEU","AGEU","M","",89,89,5453,1,"AGEU"
"AJILDO","AGILDO","M","",28,28,1573,1,"AGAILDO|AGALDO|AGEILDO|AGILDO|AGUIALDO"
"AJILEU","AGILEU","M","",22,22,333,1,"AGILEU"
"AJILSON","AGILSON","M","",45,45,1582,1,"AGAILSON|AGEILSON|AGELSON|AGILSOM|AGILSON|AJAILSON"
"AJIMIRO","AGIMIRO","M","",100,100,1035,1,"AGIMIRO"
"AJOSE","AJOSE","M","",392,392,392,1,""
"AJULIA","AGLAIR","F",59,"",59,1092,1,"AGELIA|AGLAI|AGLAIR|AGLAY|AGLIA"
"AJULIO","AGILIO","M","",28,28,163,1,"AGELIO|AGILIO"
"AJURICABA","AJURICABA","M","",28,28,28,1,""
"AJURIMAR","AJURIMAR","F",43,39,82,82,0.52,""
"AKACIA","ACACIA","F",45,"",45,2688,1,"ACACIA"
"AKACIO","ACACIO","M","",87,87,8205,1,"ACACIO"
"AKAN","AKAN","M","",35,35,35,1,""
"AKASIO","ACASIO","M","",25,25,1367,1,"ACASIO"
"AKASSIA","ACASSIA","F",47,"",47,1305,1,"ACASSIA"
"AKASSIO","ACASSIO","M","",78,78,4205,1,"ACASSIO"
"AKATIA","ACATIA","F",32,"",32,71,1,"ACATIA"
"AKAUA","ACAUA","M","",72,72,273,1,"ACAUA"
"AKAUAN","ACAUAN","M","",63,63,169,1,"ACAUAN"
"AKEL","ACIEL","M","",32,32,296,1,"ACEL|ACIEL|ACIL|ACIOL|AKIL"
"AKELI","ACIOLI","F",25,"",25,677,1,"ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLI|ACIOLY|ACLEI"
"AKELINE","AKELINE","F",51,"",51,73,1,"ACELINE"
"AKELLY","AKELLY","F",27,"",27,27,1,""
"AKEME","AKEME","F",78,"",78,78,1,""
"AKEMI","AKEMI","F",959,"",959,1219,1,"ACEMIR|AKEMY"
"AKEMY","AKEMI","F",136,"",136,1219,1,"ACEMIR|AKEMI"
"AKENI","ACENIR","F",27,"",27,289,1,"ACENI|ACENIR"
"AKI","ACIR","F",51,"",51,5973,1,"ACEIR|ACI|ACIR|ACY|ACYR"
"AKICO","AKIKO","F",38,"",38,789,1,"AKIHIKO|AKIKO"
"AKIE","AKIE","F",112,"",112,112,1,""
"AKIHIKO","AKIKO","M","",28,28,789,1,"AKICO|AKIKO"
"AKIHIRO","AKIHIRO","M","",61,61,81,1,"ACIRO"
"AKIKO","AKIKO","F",723,"",723,789,1,"AKICO|AKIHIKO"
"AKIL","ACIEL","M","",40,40,296,1,"ACEL|ACIEL|ACIL|ACIOL|AKEL"
"AKILA","AKILA","F",757,251,1008,1572,0.75,"ACELA|ACILA|ACLA|AKLA|AKUILA|AKYLA|HAKILA"
"AKILES","AKILES","M","",281,281,331,1,"ACLES"
"AKILIS","AKILIS","M","",100,100,123,1,"ACLIS"
"AKILLA","AKILLA","F",70,"",70,157,1,"AKLLA|AKYLLA"
"AKIM","AKIN","M","",63,63,135,1,"AKIN"
"AKIN","AKIN","M","",72,72,135,1,"AKIM"
"AKINA","ACINA","F",23,"",23,52,1,"ACINA"
"AKINO","AKINO","M","",30,30,57,1,"ACINO"
"AKINORI","AKINORI","M","",29,29,29,1,""
"AKIO","AKIO","M","",504,504,553,1,"ACIO|AKIYO"
"AKIRA","AKIRA","M",138,1154,1292,1362,0.89,"ACIRA|AKYRA"
"AKIRES","AKIRES","M","",41,41,62,1,"ACIRES"
"AKIRIA","ACIRIA","F",33,"",33,87,1,"ACIRIA"
"AKISA","AKISA","F",59,"",59,106,1,"ACISA|AKIZA"
"AKITO","AKITO","M","",30,30,30,1,""
"AKIYO","AKIO","F",23,"",23,553,1,"ACIO|AKIO"
"AKIYOSHI","AKIYOSHI","M","",29,29,29,1,""
"AKIZA","AKISA","F",27,"",27,106,1,"ACISA|AKISA"
"AKLA","AKILA","F",104,31,135,1572,0.77,"ACELA|ACILA|ACLA|AKILA|AKUILA|AKYLA|HAKILA"
"AKLLA","AKILLA","F",24,"",24,157,1,"AKILLA|AKYLLA"
"AKRAM","AKRAM","M","",35,35,35,1,""
"AKSA","ACSA","F",140,"",140,2085,1,"ACSA|ACZA|AKZA"
"AKSEL","ACSEL","M","",27,27,66,1,"ACSEL"
"AKSON","AKSON","M","",294,294,485,1,"ACSON"
"AKSSA","ACSSA","F",35,"",35,96,1,"ACSSA"
"AKSSON","AKSSON","M","",25,25,25,1,""
"AKUILA","AKILA","F",21,"",21,1572,1,"ACELA|ACILA|ACLA|AKILA|AKLA|AKYLA|HAKILA"
"AKYLA","AKILA","F",90,"",90,1572,1,"ACELA|ACILA|ACLA|AKILA|AKLA|AKUILA|HAKILA"
"AKYLLA","AKILLA","F",63,"",63,157,1,"AKILLA|AKLLA"
"AKYRA","AKIRA","F",21,"",21,1362,1,"ACIRA|AKIRA"
"AKZA","ACSA","F",36,"",36,2085,1,"ACSA|ACZA|AKSA"
"ALA","AILA","M",124,623,747,23950,0.83,"AILA|AILHA|AIULA|ALAA|ALAR|ALHA|AULA|AYALA|AYLA|EILA|ELA|ELAR|ELHA|EOLA|EULA|EULAR|EYLA|HAILA|HALA|HAYALA|HAYLA|HEILA|HELA|HELHA|HEULA|HEYLA|HIALA|HILA|HIULA|HUILHA|HYLA|IAILA|IALA|IELA|ILA|ILAR|ILHA|IOLA|IOLAR|IULA|LA|LAR|OLA|OLAR|UAILA|UALA|UEILA|UILA|UILHA|ULA|YALA|YLA|YOLA|YULA"
"ALAAN","ALAN","M","",33,33,221601,1,"AALAN|AHLAM|AILAM|AILAN|ALAM|ALAN|ALANN|AYLAN|EILAN|ELAM|ELAN|EULAN|HAILAN|HALAN|HAYLAN|HELAN|HILAN|HUILHAN|IALAN|ILAM|ILAN|ILHAM|ILHAN|IOLAN|LAAN|LAM|LAN|OLAN|UALAN|UILAM|UILAN|UILHAM|UILHAN|YLAN"
"ALACE","UALACE","M","",341,341,1963,1,"HALACE|HUALACE|LACE|OALACE|OLACE|UALACE|UOLACE"
"ALACI","LACI","M",253,327,580,10032,0.56,"ALACIR|ALACY|ALACYR|ELACI|ELACIR|ELACY|ILACI|ILACIR|ILACY|LACI|LACIR|LACY|LACYR|OLACI|OLACIR|OLACY|UALACI"
"ALACID","ALACID","M","",160,160,160,1,""
"ALACIDE","ALACIDE","M","",371,371,406,1,"LACIDE"
"ALACIDES","ALACIDES","M","",96,96,154,1,"LACIDES"
"ALACIDI","ALACIDI","M","",31,31,31,1,""
"ALACIDIO","ALACIDIO","M","",35,35,55,1,"LACIDIO"
"ALACIEL","LACIEL","M","",46,46,129,1,"LACIEL"
"ALACIR","LACI","M",272,388,660,10032,0.59,"ALACI|ALACY|ALACYR|ELACI|ELACIR|ELACY|ILACI|ILACIR|ILACY|LACI|LACIR|LACY|LACYR|OLACI|OLACIR|OLACY|UALACI"
"ALACOQUE","ALACOQUE","F",26,"",26,26,1,""
"ALACRINO","ALACRINO","M","",67,67,67,1,""
"ALACY","LACI","M",48,66,114,10032,0.58,"ALACI|ALACIR|ALACYR|ELACI|ELACIR|ELACY|ILACI|ILACIR|ILACY|LACI|LACIR|LACY|LACYR|OLACI|OLACIR|OLACY|UALACI"
"ALACYR","LACI","F",21,"",21,10032,1,"ALACI|ALACIR|ALACY|ELACI|ELACIR|ELACY|ILACI|ILACIR|ILACY|LACI|LACIR|LACY|LACYR|OLACI|OLACIR|OLACY|UALACI"
"ALADE","LADE","F",64,"",64,221,1,"ELADE|HELADE|LADE"
"ALADI","LADIR","M",122,129,251,8770,0.51,"ALADIR|ALADY|ALADYR|ELADI|ELADIR|ELADYR|ILADI|ILADIR|LADEIR|LADI|LADIR|LADY|LADYR|OLADI|OLADIR"
"ALADIA","ALADIA","F",736,"",736,1822,1,"ELADIA|EULADIA|HELADIA|ILADIA|LADAIR|LADIA|OLADIA"
"ALADIAS","ALADIAS","M","",29,29,29,1,""
"ALADILSON","LADILSON","M","",64,64,540,1,"LADEILSON|LADELSON|LADIELSON|LADILSON"
"ALADIM","ALADIM","M","",545,545,906,1,"ALADIN"
"ALADIN","ALADIM","M","",361,361,906,1,"ALADIM"
"ALADINO","ALADINO","M","",176,176,176,1,""
"ALADIO","ELADIO","M","",407,407,3542,1,"ELADIO|EULADIO|HELADIO|ILADIO|LADIO|OLADIO"
"ALADIR","LADIR","M",567,750,1317,8770,0.57,"ALADI|ALADY|ALADYR|ELADI|ELADIR|ELADYR|ILADI|ILADIR|LADEIR|LADI|LADIR|LADY|LADYR|OLADI|OLADIR"
"ALADSON","LADSON","M","",21,21,419,1,"LADSON"
"ALADY","LADIR","F",26,"",26,8770,1,"ALADI|ALADIR|ALADYR|ELADI|ELADIR|ELADYR|ILADI|ILADIR|LADEIR|LADI|LADIR|LADY|LADYR|OLADI|OLADIR"
"ALADYR","LADIR","F",21,"",21,8770,1,"ALADI|ALADIR|ALADY|ELADI|ELADIR|ELADYR|ILADI|ILADIR|LADEIR|LADI|LADIR|LADY|LADYR|OLADI|OLADIR"
"ALAECE","ALECE","F",22,21,43,241,0.51,"ALECE|LAECE|LECE|UALECE"
"ALAECIA","ALECIA","F",29,"",29,3027,1,"ALECIA|ELECIA|LAECIA|LECIA|OLECIA"
"ALAECIO","LAECIO","M","",735,735,17555,1,"ALECIO|ELAECIO|ELECIO|HELECIO|ILECIO|LAECIO|LECIO|OLECIO"
"ALAEDE","LEDE","F",37,"",37,585,1,"ALEDE|ELEDE|ILEDE|LAEDE|LEBER|LEDE|LEDER"
"ALAEDES","LEDES","M","",36,36,203,1,"LAEDES|LEDES"
"ALAEDSON","LEDSON","M","",20,20,1662,1,"ALEDSON|ELEDSON|LAEDSON|LEDSOM|LEDSON"
"ALAEL","ELIEL","M","",102,102,30866,1,"ALAIL|ALIEL|ALL|ELAEL|ELEL|ELIAL|ELIEL|ELIL|ELOIL|ELYEL|HELIEL|HELIL|HILL|ILAEL|ILIEL|LAEL|LAIL|LAYAL|LEAL|LEIL|LEL|LEOL|LIEL|LIL|LOEL|LUEL|OLIEL|ULIEL"
"ALAELCIO","LAELCIO","M","",77,77,674,1,"ELIELCIO|LAELCIO"
"ALAELSO","ELIELSO","M","",51,51,1281,1,"ALAILSO|ALEILSO|ELEILSO|ELIELSO|ELIELZO|ELILSO|LAELSO|LAILSO|LEILSO|LIELSO"
"ALAELSOM","ELIELSON","M","",38,38,39818,1,"ALAELSON|ALAILSOM|ALAILSON|ALEILSOM|ALEILSON|ALELSON|ALIELSOM|ALIELSON|ALILSON|ALLSON|ALOILSON|ALUILSON|ELAELSON|ELAILSON|ELEILSOM|ELEILSON|ELELSON|ELIELSOM|ELIELSON|ELILSOM|ELILSON|ELOILSOM|ELOILSON|ELUILSON|ELYELSON|HELIELSON|HELOILSON|ILAELSON|ILAILSON|ILEILSON|ILIELSON|LAELSOM|LAELSON|LAILSOM|LAILSON|LAYLSON|LEILSOM|LEILSON|LELSON|LEOILSON|LEYLSON|LIELSOM|LIELSON|LILSON|LOELSON|LOILSON|LUELSON|LUILSON|OLAILSON|OLEILSON|OLIELSON"
"ALAELSON","ELIELSON","M","",853,853,39818,1,"ALAELSOM|ALAILSOM|ALAILSON|ALEILSOM|ALEILSON|ALELSON|ALIELSOM|ALIELSON|ALILSON|ALLSON|ALOILSON|ALUILSON|ELAELSON|ELAILSON|ELEILSOM|ELEILSON|ELELSON|ELIELSOM|ELIELSON|ELILSOM|ELILSON|ELOILSOM|ELOILSON|ELUILSON|ELYELSON|HELIELSON|HELOILSON|ILAELSON|ILAILSON|ILEILSON|ILIELSON|LAELSOM|LAELSON|LAILSOM|LAILSON|LAYLSON|LEILSOM|LEILSON|LELSON|LEOILSON|LEYLSON|LIELSOM|LIELSON|LILSON|LOELSON|LOILSON|LUELSON|LUILSON|OLAILSON|OLEILSON|OLIELSON"
"ALAELTON","ELIELTON","M","",60,60,16922,1,"ALAILTOM|ALAILTON|ALEILTON|ALIELTON|ALILTON|ALOILTON|ELAILTON|ELEILTON|ELELTON|ELIELTOM|ELIELTON|ELILTON|ELLTON|ELOILTON|ELYELTON|HELIELTON|HELILTON|HELLTON|LAELTON|LAILTOM|LAILTON|LAYLTON|LEILTOM|LEILTON|LELTON|LIELTON|LILTON|LOILTON|LUELTON|LUILTON|OLAILTON|OLIELTON"
"ALAENE","LENE","F",410,"",410,11263,1,"AILENE|ALENE|AULENE|EILENE|ELAENE|ELENE|EULENE|HELENE|HILENE|ILAENE|ILENE|IOLENE|IULENE|LAENE|LAENNE|LENE|LENER|LENNE|LENNER|OLENE|YOLENE"
"ALAENI","LENI","F",41,"",41,85581,1,"ALENI|ALENIR|ALENY|AULENI|AULENIR|ELAENI|ELENEI|ELENI|ELENIR|ELENY|ELENYR|EULENI|EULENIR|HELENI|HELENIR|HELENY|HELENYR|ILENI|ILENIR|ILENY|IOLENI|LAENI|LAENY|LENEIR|LENI|LENIR|LENNI|LENNY|LENUIR|LENY|LENYR|OLENI|OLENIR"
"ALAER","EULER","M","",56,56,12371,1,"AELE|AILE|ALE|ALER|AULER|AYLE|EILER|ELE|ELER|EULE|EULER|EULHER|HAILE|HALE|HEILER|HELE|HELER|HEULER|HIALE|HILER|HULE|IALE|IELE|ILE|ILER|IOLE|IULE|LAE|LAER|LE|OLE|UELE|UELER|UEULER|UILE|UILER|ULE|YALE|YOLE|YULE"
"ALAERCIA","LAERCIA","F",41,"",41,808,1,"ALERCIA|LAERCIA|LERCIA"
"ALAERCIO","LAERCIO","M","",1844,1844,51798,1,"ALERCIO|ELAERCIO|ILAERCIO|LAERCIO|LERCIO|OLAERCIO"
"ALAERSIO","LAERSIO","M","",37,37,529,1,"LAERSIO|LAERZIO"
"ALAERSO","LAERSO","M","",23,23,283,1,"LAERSO"
"ALAERSON","LAERSON","M","",99,99,2561,1,"ALERSOM|ALERSON|ELERSOM|ELERSON|EULERSON|HELERSON|LAERSOM|LAERSON|UELERSON"
"ALAERT","LAERT","M","",22,22,833,1,"ALERT|HELERT|LAERT|LAERTH"
"ALAERTE","LAERTE","M",49,716,765,16953,0.94,"ALERTE|ELAERTE|ILAERTE|LAERTE|LAERTHE|LERTE|OLAERTE"
"ALAERTES","LAERTES","M","",48,48,1082,1,"LAERTES"
"ALAERTI","LAERTI","M","",44,44,1021,1,"LAERTI|LAERTY"
"ALAERTO","ALERTO","M","",27,27,576,1,"ALERTO|LAERTO"
"ALAERTON","LAERTON","M","",31,31,388,1,"ELERTON|LAERTON"
"ALAESIO","ALESIO","M","",97,97,2724,1,"ALESIO|ALEZIO|ELESIO|ELEZIO|ILESIO|LAESIO|LAEZIO|LESIO|LEZIO|OLESIO|OLEZIO"
"ALAESON","ALESON","M","",36,36,2815,1,"ALESOM|ALESON|ELESOM|ELESON|EULESON|HALESON|HELESON|LAESON|UALESON|UELESON"
"ALAESSIO","ALESSIO","M","",30,30,1762,1,"ALESSIO|ALEXIO|ELESSIO|LAESSIO|LESSIO"
"ALAESTE","LAESTE","M","",68,68,561,1,"ALESTE|ALESTER|LAESTE|LESTER"
"ALAETE","IOLETE","F",133,82,215,3076,0.62,"AELETE|ALETE|AULETE|ELAETE|ELETE|EOLETE|EULETE|ILETE|ILHETE|IOLETE|LAETE|LETE|OLETE|YOLETE"
"ALAEUSON","LAEUSON","M","",26,26,297,1,"ALEUSON|LAEUSON|LEUSON"
"ALAEVERTON","LEVERTON","M","",23,23,132,1,"LAEVERTON|LEVERTON"
"ALAF","ALAF","M","",973,973,1195,1,"ALAFF|HALAF|OLAF|UALAF"
"ALAFE","ALAFE","M","",494,494,597,1,"ALAFER|ALAFFE|UALAFE"
"ALAFER","ALAFE","M","",54,54,597,1,"ALAFE|ALAFFE|UALAFE"
"ALAFF","ALAF","M","",102,102,1195,1,"ALAF|HALAF|OLAF|UALAF"
"ALAFFE","ALAFE","M","",24,24,597,1,"ALAFE|ALAFER|UALAFE"
"ALAFI","ALAFI","M","",297,297,380,1,"ALAFY|UALAFI"
"ALAFY","ALAFI","M","",59,59,380,1,"ALAFI|UALAFI"
"ALAI","LIA","M",221,228,449,68767,0.51,"AALIYAH|AELIA|AILIA|ALAIR|ALAUIR|ALAY|ALAYR|ALIA|ALYA|ALYAH|AULAIR|AULIA|ELAI|ELAIR|ELHIA|ELIA|ELIAA|ELIAH|ELIAR|ELYA|EUALIA|EULAIR|EULIA|HALIA|HELAIR|HELIA|HILIA|ILAI|ILAIR|ILIA|IULIA|LAHIR|LAI|LAIR|LAUIR|LAY|LAYR|LIA|LIAH|LIIA|LUIA|LYA|OELIA|OLAI|OLAIR|OLIA|UELIA|UILHIA|UILIA|ULIA|YULIA"
"ALAIANA","LAIANA","F",195,"",195,7444,1,"ALAYANA|ELAIANA|LAIANA|LAIANNA|LAYANA|LAYANNA"
"ALAIANE","LAIANE","F",649,"",649,45239,1,"ALAYANE|ELAIANE|ELAYANE|ILAIANE|LAIANE|LAIANNE|LAYANE|LAYANNE"
"ALAICE","LAICE","F",397,"",397,1341,1,"ELAICE|LAICE|LAYCE"
"ALAICIO","LAICIO","M","",22,22,60,1,"LAICIO"
"ALAID","ELIAB","F",78,"",78,1479,1,"ELIAB|ELIAD|ELYAB|HELIAB|LAID|LAYD"
"ALAIDA","ELIADA","F",108,"",108,665,1,"ELAIDA|ELIADA|ILIADA|LAIDA"
"ALAIDE","ALAIDE","F",41477,849,42326,59737,0.98,"ALAYDE|ALIABE|ALIADE|AOLIABE|ELAIDE|ELIABE|ELIABER|ELIADE|ELIADER|ELYABE|EULAIDE|HELAIDE|HELIABE|ILAIDE|ILIABE|LAIDE|LAYDE|LIABE|OLAIDE"
"ALAIDES","ALAIDES","F",2981,294,3275,5386,0.91,"ALAYDES|ELAIDES|ELIABES|ELIADES|ILAIDES|LAIDES|LAUIDES|LAYDES|OLAIDES"
"ALAIDI","ELIABI","F",354,"",354,1577,1,"ALAIDY|ELIABI|ELIABY|ELIADI|ELIADY|LAIDI|LAIDIR|LAIDY|LAYDI|LAYDY"
"ALAIDIA","LAIDIA","F",64,"",64,241,1,"ELAIDIA|ELIABIA|ELIADIA|LAIDIA"
"ALAIDIO","ELIABIO","M","",67,67,221,1,"ELAIDIO|ELIABIO|LAIDIO"
"ALAIDIS","ALAIDIS","F",31,"",31,80,1,"ELIABIS|LAIDIS"
"ALAIDO","ELAIDO","M","",71,71,252,1,"ELAIDO|ELIADO|LAIDO"
"ALAIDY","ELIABI","F",30,"",30,1577,1,"ALAIDI|ELIABI|ELIABY|ELIADI|ELIADY|LAIDI|LAIDIR|LAIDY|LAYDI|LAYDY"
